mood,location,latitude,longitude 
Positive,,,
Positive,,,
Positive,Poland,51.1263106,16.97819633051261
Negative,United States,38.2542376,-85.759407
Negative,South Africa,-26.2227778,27.89
Negative,,,
Positive,United Kingdom,50.977309,-1.2500763978334977
Positive,Germany,48.9402085,9.256396
Negative,,,
Positive,Ukraine,50.0078675,36.2218539
Positive,United States,39.100105,-94.5781416
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,Sweden,59.6749712,14.5208584
Positive,Croatia,45.8131847,15.9771774
Positive,,,
Positive,Brazil,-23.5506507,-46.6333824
Positive,Brazil,-26.7356218,-49.1770095
Positive,Brazil,-23.5506507,-46.6333824
Positive,Mexico,22.5000485,-100.0000375
Negative,,,
Positive,,,
Positive,,,
Negative,United States,40.7127281,-74.0060152
Positive,,,
Positive,,,
Positive,Sweden,59.3251172,18.0710935
Positive,United States,33.8455911,-118.3886766
Positive,,,
Positive,Australia,-33.8548157,151.2164539
Positive,Japan,35.6616779,139.6663345
Positive,,,
Positive,United States,38.8950368,-77.0365427
Positive,,,
Positive,France,50.9524769,1.8538446
Negative,Japan,35.6664079,139.757033
Positive,United States,40.0757384,-74.4041622
Negative,,,
Positive,Peru,-12.0621065,-77.0365256
Positive,Brazil,-23.5506507,-46.6333824
Positive,,,
Positive,,,
Positive,,,
Negative,,,
Positive,,,
Negative,India,22.3511148,78.6677428
Positive,,,
Positive,,,
Positive,Brazil,-3.7304512,-38.5217989
Positive,,,
Positive,Japan,35.6777691,139.7646365
Negative,,,
Positive,,,
Positive,Japan,35.6465296,139.6532504
Positive,France,48.61902069999999,3.0418157506708345
Negative,,,
Positive,,,
Positive,,,
Positive,Egypt,26.2540493,29.2675469
Positive,,,
Negative,,,
Negative,,,
Positive,,,
Positive,Argentina,-41.1334421,-71.3098425
Positive,,,
Positive,,,
Positive,United States,40.6990595,-73.9751523
Positive,Zimbabwe,-17.831773,31.045686
Positive,,,
Positive,United States,40.7127281,-74.0060152
Positive,,,
Positive,,,
Positive,,,
Positive,Mexico,22.5000485,-100.0000375
Positive,United States,33.8455911,-118.3886766
Positive,,,
Negative,,,
Positive,United States,37.5726028,-85.1551411
Negative,Nepal,28.1083929,84.0917139
Negative,Nepal,28.1083929,84.0917139
Positive,,,
Positive,,,
Positive,Japan,34.8581334,133.7759256
Positive,,,
Positive,India,22.3511148,78.6677428
Negative,,,
Positive,,,
Positive,,,
Positive,India,22.3511148,78.6677428
Positive,,,
Positive,,,
Positive,Japan,35.6828387,139.7594549
Negative,Indonesia,-8.2094973,114.3737201
Positive,United States,36.7014631,-118.755997
Positive,Saudi Arabia,25.6242618,42.3528328
Positive,,,
Negative,United States,35.1490215,-90.0516285
Negative,,,
Positive,Japan,35.6777691,139.7646365
Positive,Japan,35.6777691,139.7646365
Positive,United States,40.6990595,-73.9751523
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,Japan,36.5748441,139.2394179
Positive,,,
Positive,United States,39.67302545,-104.79206665035045
Negative,United States,33.8455911,-118.3886766
Positive,,,
Negative,Japan,35.691556,139.737639
Positive,,,
Positive,China,39.3237771,117.0716563
Positive,United States,40.6501038,-73.9495823
Positive,,,
Positive,,,
Negative,Liechtenstein,47.1416307,9.5531527
Positive,Ecuador,-1.3397668,-79.3666965
Positive,United Kingdom,53.5120412,-2.2434612
Positive,,,
Positive,,,
Positive,,,
Positive,United Kingdom,51.8698253,-2.4566299
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Negative,United States,38.7604815,-92.5617875
Positive,Greece,37.950913,23.68946295
Positive,,,
Positive,,,
Positive,China,39.3237771,117.0716563
Positive,,,
Positive,,,
Positive,Norway,59.9133301,10.7389701
Positive,Peru,-5.802751,-81.05327833833539
Negative,United Kingdom,54.7023545,-3.2765753
Positive,United States,30.3321838,-81.655651
Positive,Norway,59.9133301,10.7389701
Positive,,,
Positive,,,
Positive,,,
Positive,Japan,35.6828387,139.7594549
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,Indonesia,-7.9778383999999996,110.36722565020224
Positive,Indonesia,-2.4833826,117.8902853
Positive,,,
Positive,Mexico,21.3301375,-101.9658045
Positive,,,
Positive,United States,33.7849591,-84.442163
Positive,,,
Positive,Argentina,-33.6099175,-59.2793765
Positive,China,36.2890907,114.5808148
Negative,,,
Positive,Uruguay,-34.9058916,-56.1913095
Positive,,,
Positive,,,
Positive,United States,35.552627,-76.184735
Positive,,,
Positive,,,
Positive,,,
Positive,Indonesia,-6.1753942,106.827183
Negative,United States,34.0980031,-118.329523
Positive,,,
Positive,,,
Positive,,,
Positive,Brazil,-22.1225167,-51.3882528
Positive,United States,39.7837304,-100.4458825
Positive,Brazil,-10.3333333,-53.2
Negative,,,
Positive,,,
Positive,,,
Positive,,,
Negative,,,
Positive,Iran,39.14186205,44.846404209782825
Positive,Indonesia,-7.9778383999999996,110.36722565020224
Positive,,,
Negative,,,
Negative,,,
Positive,,,
Positive,,,
Positive,United States,35.1172406,-89.9132695
Positive,,,
Positive,Indonesia,-2.4833826,117.8902853
Positive,,,
Positive,Japan,35.5227779,139.4374127
Negative,,,
Negative,,,
Positive,,,
Positive,,,
Positive,Japan,36.5748441,139.2394179
Positive,Japan,35.5305307,139.7028012
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,Argentina,-34.9964963,-64.9672817
Negative,United States,32.7174202,-117.1627728
Positive,,,
Positive,Liechtenstein,47.1416307,9.5531527
Negative,India,22.3511148,78.6677428
Positive,,,
Negative,Malawi,-14.1601396,33.8624178
Positive,Chile,-45.4068167,-72.6976787
Positive,,,
Positive,Spain,39.3260685,-4.8379791
Positive,United States,38.8950368,-77.0365427
Positive,,,
Positive,,,
Positive,United States,39.67302545,-104.79206665035045
Positive,Japan,34.8255177,135.4658168
Positive,United States,37.3361905,-121.890583
Positive,,,
Positive,China,23.3836968,116.4999978
Positive,Peru,-12.0621065,-77.0365256
Negative,United Kingdom,54.7023545,-3.2765753
Positive,,,
Negative,,,
Positive,Japan,35.6777691,139.7646365
Positive,,,
Negative,,,
Negative,United States,38.8950368,-77.0365427
Positive,Taiwan,25.0375198,121.5636796
Positive,Colombia,4.6947891,-74.0494058
Negative,Argentina,-34.9964963,-64.9672817
Negative,,,
Positive,Brazil,-23.5506507,-46.6333824
Positive,Japan,35.6777691,139.7646365
Positive,,,
Positive,Brazil,-10.3333333,-53.2
Positive,,,
Positive,Australia,-37.8142176,144.9631608
Positive,Brazil,-10.3333333,-53.2
Positive,,,
Positive,,,
Positive,,,
Negative,United States,41.7370229,-99.5873816
Negative,,,
Positive,,,
Negative,,,
Positive,,,
Negative,United States,41.7370229,-99.5873816
Positive,,,
Negative,,,
Negative,,,
Positive,,,
Positive,Vietnam,10.7229989,107.4079656
Positive,,,
Positive,Japan,36.5748441,139.2394179
Negative,United States,34.395342,-111.763275
Negative,United States,39.67302545,-104.79206665035045
Negative,,,
Positive,,,
Positive,South Africa,-25.7459374,28.1879444
Negative,Japan,43.810456,142.4348256
Negative,,,
Negative,,,
Negative,United Kingdom,56.3406157,-3.4021408
Positive,,,
Negative,United States,37.7790262,-122.419906
Positive,United States,35.1172406,-89.9132695
Positive,Indonesia,3.5896654,98.6738261
Positive,France,47.0814396,2.3986275
Positive,,,
Positive,,,
Positive,,,
Negative,United States,40.7127281,-74.0060152
Positive,Belgium,50.4525367,3.9808605
Positive,,,
Positive,,,
Positive,United States,41.8755616,-87.6244212
Positive,Sweden,59.3251172,18.0710935
Positive,Indonesia,-6.8891904,107.6404716
Negative,United States,39.7837304,-100.4458825
Positive,Egypt,26.2540493,29.2675469
Positive,United States,34.9854275,-80.5495112
Positive,,,
Negative,United States,38.8950368,-77.0365427
Positive,United States,37.5482697,-121.988571
Negative,United States,37.7790262,-122.419906
Positive,Japan,35.1968074,136.86483523229543
Negative,United States,33.6874388,-80.4363743
Positive,Netherlands,53.2170627,6.5674969
Positive,Egypt,26.2540493,29.2675469
Positive,United States,40.7127281,-74.0060152
Positive,United Kingdom,52.37417155,-2.2013080499999997
Positive,,,
Positive,,,
Negative,,,
Negative,Colombia,4.6533326,-74.083652
Positive,,,
Positive,United States,37.8044557,-122.2713563
Positive,Pakistan,24.924201099999998,67.24571136170758
Negative,United States,30.2711286,-97.7436995
Negative,United States,30.2711286,-97.7436995
Positive,China,27.6662087,111.7487063
Positive,,,
Positive,,,
Positive,,,
Positive,Chile,-31.7613365,-71.3187697
Positive,United Kingdom,52.37417155,-2.2013080499999997
Positive,,,
Positive,,,
Positive,Japan,34.7021912,135.4955866
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,United States,37.7790262,-122.419906
Negative,United States,33.8915985,-118.3951241
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,Japan,35.6828387,139.7594549
Positive,United States,34.395342,-111.763275
Negative,,,
Positive,,,
Positive,Liechtenstein,47.1416307,9.5531527
Positive,Indonesia,-6.225081100000001,106.8097918279378
Negative,Philippines,12.7503486,122.7312101
Negative,Pakistan,31.4220558,73.0923253
Positive,Colombia,6.2443382,-75.573553
Positive,,,
Positive,,,
Positive,India,18.521428,73.8544541
Positive,United States,13.450125700000001,144.75755102972062
Positive,Indonesia,-7.3032412,110.0044145
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Negative,Mexico,22.5000485,-100.0000375
Positive,Japan,35.6645956,139.6987107
Positive,,,
Positive,,,
Positive,Philippines,14.4284028,120.9994547
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,United States,39.7837304,-100.4458825
Negative,,,
Negative,Spain,38.1096615,-0.7919322
Negative,Brazil,-23.677388800000003,-46.564357842078465
Positive,United States,40.7127281,-74.0060152
Positive,Indonesia,-7.3032412,110.0044145
Positive,,,
Positive,El Salvador,13.31542425,-88.9391453304206
Positive,Japan,35.8616402,139.6457957
Negative,Indonesia,-7.5692462,110.828448
Positive,Argentina,-34.6075682,-58.4370894
Positive,,,
Positive,,,
Positive,,,
Positive,Japan,36.5748441,139.2394179
Positive,,,
Positive,,,
Positive,United States,34.0536909,-118.242766
Positive,Japan,35.6777691,139.7646365
Negative,,,
Positive,United States,36.7014631,-118.755997
Positive,United States,39.7837304,-100.4458825
Positive,United States,40.4416941,-79.9900861
Positive,United States,40.7127281,-74.0060152
Positive,United States,36.2206081,-86.69563733154433
Negative,,,
Positive,United States,39.7837304,-100.4458825
Negative,United States,40.7127281,-74.0060152
Positive,United States,40.7127281,-74.0060152
Negative,Liechtenstein,47.1416307,9.5531527
Negative,United States,40.7127281,-74.0060152
Negative,,,
Negative,Brazil,-10.3333333,-53.2
Positive,India,22.3511148,78.6677428
Negative,,,
Negative,Mexico,19.4326296,-99.1331785
Positive,Malaysia,4.5693754,102.2656823
Positive,South Korea,35.1799528,129.0752365
Positive,Japan,35.1968074,136.86483523229543
Negative,United States,34.0536909,-118.242766
Negative,United States,38.8950368,-77.0365427
Positive,,,
Positive,Australia,-33.7180825,150.8911812
Negative,United States,40.7113243,-73.7913353
Positive,,,
Positive,United States,34.395342,-111.763275
Positive,,,
Negative,United States,40.7127281,-74.0060152
Negative,,,
Negative,,,
Positive,,,
Positive,,,
Positive,United States,36.7014631,-118.755997
Positive,United States,43.6211955,-84.6824346
Negative,,,
Positive,,,
Positive,,,
Positive,Canada,55.001251,-115.002136
Negative,Argentina,-34.9964963,-64.9672817
Positive,,,
Positive,,,
Positive,United States,27.7759753,-82.2190204
Positive,Japan,35.5612736,139.5758811
Negative,United States,42.2625621,-71.8018877
Positive,Brazil,-27.0628367,-51.114965
Positive,Tajikistan,38.5671241,68.7947829
Positive,United States,33.6874388,-80.4363743
Positive,,,
Positive,Saudi Arabia,25.6242618,42.3528328
Positive,Brazil,-23.5506507,-46.6333824
Positive,Denmark,55.6867243,12.5700724
Negative,,,
Positive,,,
Positive,United States,39.1014537,-84.5124602
Negative,,,
Positive,United States,42.3750997,-71.1056157
Positive,Brazil,-22.9662839,-42.024427
Negative,Ireland,53.3497645,-6.2602732
Positive,United States,39.1014537,-84.5124602
Positive,Germany,52.5170365,13.3888599
Positive,United States,39.1014537,-84.5124602
Positive,India,12.9791198,77.5912997
Positive,,,
Negative,,,
Positive,South Africa,-25.7459374,28.1879444
Positive,Indonesia,-2.4833826,117.8902853
Negative,Canada,43.6534817,-79.3839347
Positive,Czechia,50.0596288,14.446459273258009
Positive,United States,33.6874388,-80.4363743
Positive,Japan,35.6777691,139.7646365
Negative,Canada,43.5896231,-79.6443879
Positive,,,
Positive,Costa Rica,10.2735633,-84.0739102
Positive,Japan,35.6465296,139.6532504
Positive,Romania,44.4361414,26.1027202
Positive,Cyprus,35.1345127,33.9225856
Positive,United States,39.0834398,-78.2180567
Positive,United States,37.3361905,-121.890583
Positive,,,
Positive,Brazil,-10.3333333,-53.2
Positive,China,34.4420602,117.5295201
Positive,United States,39.0834398,-78.2180567
Positive,United States,39.0834398,-78.2180567
Positive,,,
Negative,,,
Negative,United States,27.7567667,-81.4639835
Positive,Kosovo,42.6638771,21.1640849
Positive,Ireland,53.3497645,-6.2602732
Positive,United Kingdom,51.5073219,-0.1276474
Negative,Brazil,-10.3333333,-53.2
Positive,,,
Negative,Canada,50.063242,-123.000116
Positive,,,
Negative,South Africa,-26.2227778,27.89
Positive,,,
Positive,Brazil,-23.5506507,-46.6333824
Positive,,,
Positive,France,48.8566969,2.3514616
Positive,,,
Positive,,,
Positive,,,
Positive,United Kingdom,51.5073219,-0.1276474
Positive,,,
Positive,,,
Positive,United States,42.3788774,-72.032366
Positive,,,
Positive,United States,42.3788774,-72.032366
Negative,,,
Positive,,,
Positive,,,
Positive,Austria,48.2083537,16.3725042
Positive,,,
Positive,France,46.7468047,-1.9782638
Negative,Venezuela,8.0018709,-66.1109318
Positive,,,
Positive,,,
Positive,Costa Rica,10.2735633,-84.0739102
Positive,,,
Negative,,,
Positive,United States,39.7837304,-100.4458825
Negative,Venezuela,8.0018709,-66.1109318
Positive,Brazil,-15.5492443,-47.3301212
Positive,United Kingdom,51.1188438,-1.3366055
Positive,Japan,35.6777691,139.7646365
Positive,,,
Positive,Ireland,53.3497645,-6.2602732
Positive,Ireland,53.3497645,-6.2602732
Positive,,,
Positive,,,
Positive,Portugal,38.7077507,-9.1365919
Positive,United States,43.0349931,-87.922497
Positive,,,
Positive,Ukraine,50.0078675,36.2218539
Positive,,,
Positive,Spain,41.5629623,2.0100492
Negative,Brazil,-23.5506507,-46.6333824
Negative,,,
Negative,Ireland,53.1439907,-9.469486214585425
Positive,France,48.8566969,2.3514616
Positive,United States,43.6211955,-84.6824346
Positive,Brazil,-23.5506507,-46.6333824
Positive,,,
Positive,Germany,49.4892913,8.4673098
Positive,United States,39.7837304,-100.4458825
Positive,Japan,43.061936,141.3542924
Negative,United States,36.2206081,-86.69563733154433
Positive,Canada,44.6799707,-63.5720232
Positive,United States,36.2206081,-86.69563733154433
Negative,Ukraine,50.0078675,36.2218539
Negative,Russia,56.839104,60.60825
Positive,United States,35.925206,-86.8689419
Positive,United States,35.9522852,-86.6694413
Positive,,,
Negative,,,
Positive,Ukraine,50.0078675,36.2218539
Negative,Brazil,-10.3333333,-53.2
Positive,France,48.8566969,2.3514616
Positive,United States,36.2206081,-86.69563733154433
Positive,,,
Positive,,,
Negative,United Kingdom,54.7023545,-3.2765753
Negative,,,
Negative,United Kingdom,51.5073219,-0.1276474
Positive,,,
Positive,,,
Positive,,,
Negative,United Kingdom,51.5073219,-0.1276474
Negative,United Kingdom,51.5073219,-0.1276474
Positive,,,
Positive,,,
Negative,United Kingdom,51.0966296,0.5382727
Positive,,,
Negative,,,
Positive,Cyprus,35.1345127,33.9225856
Positive,,,
Negative,United States,40.7596198,-111.8867975
Positive,,,
Positive,Egypt,26.2540493,29.2675469
Negative,,,
Positive,,,
Negative,,,
Positive,,,
Positive,Egypt,26.2540493,29.2675469
Positive,,,
Positive,India,10.3528744,76.5120396
Positive,United States,40.0796606,-89.4337288
Positive,Bangladesh,23.084244400000003,89.12469390817779
Positive,,,
Positive,Japan,36.5748441,139.2394179
Positive,United States,47.6038321,-122.3300624
Positive,,,
Positive,,,
Positive,United States,35.2048883,-92.4479108
Negative,France,48.2640845,-2.9202408
Positive,United States,39.1014537,-84.5124602
Positive,Canada,49.2608724,-123.1139529
Positive,,,
Positive,Netherlands,52.5001698,5.7480821
Negative,Japan,43.061936,141.3542924
Negative,United States,27.9477595,-82.458444
Positive,United States,45.5202471,-122.6741949
Positive,United States,33.6874388,-80.4363743
Positive,United States,39.100105,-94.5781416
Positive,United States,34.0536909,-118.242766
Positive,United States,39.1014537,-84.5124602
Positive,United States,39.100105,-94.5781416
Positive,Spain,39.4697065,-0.3763353
Negative,Brazil,-23.5506507,-46.6333824
Positive,,,
Positive,,,
Positive,Brazil,-23.5506507,-46.6333824
Positive,United States,33.0883683,-117.30584191345402
Positive,,,
Positive,Ireland,52.48719065,-7.137850302968892
Negative,United States,45.709097,-68.8590201
Positive,Turkey,39.9207893,32.8540412
Positive,United States,36.8529841,-75.9774183
Positive,United States,39.1014537,-84.5124602
Positive,Japan,36.5748441,139.2394179
Positive,Germany,48.7659124,9.2059121
Positive,,,
Positive,Netherlands,52.080985600000005,5.12768396945229
Positive,United Kingdom,53.5120412,-2.2434612
Negative,United States,45.709097,-68.8590201
Positive,Kosovo,42.6638771,21.1640849
Negative,Brazil,-15.7934036,-47.8823172
Positive,France,47.2186371,-1.5541362
Positive,United States,33.6874388,-80.4363743
Positive,Spain,38.1096615,-0.7919322
Positive,,,
Negative,,,
Positive,,,
Positive,France,47.9027336,1.9086066
Positive,United States,39.100105,-94.5781416
Negative,Slovakia,49.2247494,18.7462775
Positive,United States,33.6874388,-80.4363743
Positive,United States,45.709097,-68.8590201
Negative,Ecuador,-2.2895167,-80.0983887437901
Negative,United States,35.6873026,-105.9399697
Positive,United States,25.7398164,-80.2388468
Positive,,,
Negative,China,38.8553706,121.5081936
Negative,United States,39.1014537,-84.5124602
Negative,United Kingdom,50.725562,-3.5269108
Negative,,,
Positive,Indonesia,-2.4833826,117.8902853
Positive,Canada,43.7283874,-79.34914879325001
Negative,Brazil,-21.71082385,-47.497165156718836
Negative,,,
Positive,Japan,35.9251145,139.4856927
Positive,Saudi Arabia,26.475,50.041667
Positive,United States,47.6038321,-122.3300624
Positive,United States,39.1014537,-84.5124602
Negative,United States,33.6874388,-80.4363743
Positive,United States,33.4255056,-111.9400091
Positive,,,
Positive,,,
Positive,,,
Negative,Turkey,41.0096334,28.9651646
Positive,Germany,51.2254018,6.7763137
Positive,Argentina,-34.6130461,-58.3824172
Positive,,,
Positive,Argentina,-34.6130461,-58.3824172
Positive,South Africa,-33.928992,18.417396
Negative,United Kingdom,51.5073219,-0.1276474
Positive,,,
Negative,Chile,-36.8270795,-73.0502399
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,United States,37.7790262,-122.419906
Negative,,,
Negative,South Africa,-25.9363439,28.0813105
Negative,United States,39.7837304,-100.4458825
Negative,,,
Negative,,,
Positive,,,
Negative,France,49.7735712,4.7206939
Positive,Indonesia,-2.4833826,117.8902853
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,,,
Positive,,,
Negative,,,
Negative,,,
Positive,United States,43.0349931,-87.922497
Negative,,,
Negative,,,
Positive,Brazil,-10.3333333,-53.2
Positive,Germany,51.1954956,7.0085328
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,Brazil,-10.3333333,-53.2
Positive,United Kingdom,54.7023545,-3.2765753
Positive,United States,39.1014537,-84.5124602
Negative,,,
Negative,,,
Positive,,,
Negative,United States,33.8455911,-118.3886766
Positive,,,
Positive,Colombia,2.8894434,-73.783892
Positive,United States,37.7790262,-122.419906
Positive,Canada,51.0460954,-114.065465
Positive,Japan,35.682890549999996,139.68689486983735
Negative,Brazil,-18.5264844,-44.1588654
Positive,,,
Negative,United States,39.1014537,-84.5124602
Negative,,,
Negative,,,
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,Turkey,41.0096334,28.9651646
Negative,,,
Positive,Germany,51.0834196,10.4234469
Positive,United Kingdom,54.7023545,-3.2765753
Negative,,,
Positive,Israel,31.5313113,34.8667654
Positive,,,
Positive,United States,40.1775714,-79.5850396
Negative,,,
Positive,,,
Positive,Brazil,-22.48431315,-44.08316231107867
Negative,,,
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,Brazil,-22.9110137,-43.2093727
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Negative,Canada,61.0666922,-107.991707
Positive,United States,39.7837304,-100.4458825
Positive,United States,36.1672559,-115.148516
Positive,Denmark,55.6867243,12.5700724
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,United States,39.1014537,-84.5124602
Positive,United States,32.7947731,-116.9625269
Negative,,,
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United Kingdom,54.7023545,-3.2765753
Positive,United States,32.7762719,-96.7968559
Positive,United States,36.1672559,-115.148516
Positive,Japan,36.5748441,139.2394179
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,Indonesia,1.3676103,102.1399992903815
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,,,
Positive,Russia,55.7347473,37.5528461
Positive,United States,36.1672559,-115.148516
Positive,United States,41.8755616,-87.6244212
Positive,Argentina,-34.6075682,-58.4370894
Negative,,,
Positive,United States,34.0536909,-118.242766
Positive,,,
Positive,United States,39.9527237,-75.1635262
Positive,,,
Positive,United States,46.214196,-89.830206
Negative,,,
Positive,Germany,52.5170365,13.3888599
Positive,,,
Negative,United States,40.0757384,-74.4041622
Positive,Pakistan,30.2015324,66.9835239
Positive,Argentina,-34.9964963,-64.9672817
Positive,,,
Negative,United States,40.0826096,-88.2027183
Negative,,,
Positive,,,
Positive,,,
Positive,Canada,52.4760892,-71.8258668
Negative,,,
Positive,United States,32.3293809,-83.1137366
Negative,United Arab Emirates,25.2528888,55.17696777178696
Negative,,,
Positive,United States,39.9622601,-83.0007065
Positive,Switzerland,46.7476634,9.6021141
Negative,,,
Positive,United States,39.7837304,-100.4458825
Positive,United States,42.2410562,-83.613055
Positive,,,
Positive,,,
Positive,Romania,44.4361414,26.1027202
Positive,Egypt,29.0260812,31.0904635
Positive,,,
Negative,Canada,43.6534817,-79.3839347
Negative,Canada,43.6534817,-79.3839347
Positive,Indonesia,-6.824096,107.1374006
Positive,,,
Positive,United Kingdom,51.5073219,-0.1276474
Negative,,,
Positive,,,
Positive,,,
Negative,,,
Negative,,,
Positive,India,30.3255646,78.0436813
Positive,,,
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,,,
Positive,China,31.762828,116.32892733867993
Positive,Germany,54.3227085,10.135555
Positive,Canada,49.485989,-123.8800562
Positive,India,22.3511148,78.6677428
Positive,Romania,46.9599823,22.0541733
Positive,India,26.3223696,89.4592445
Positive,,,
Positive,France,46.603354,1.8883335
Positive,,,
Positive,,,
Positive,United States,42.431975,-122.838804
Positive,,,
Positive,,,
Negative,Mexico,22.5000485,-100.0000375
Positive,,,
Positive,Greece,37.9839412,23.7283052
Positive,France,47.9027336,1.9086066
Negative,United States,29.9499323,-90.0701156
Positive,United States,34.2331373,-102.4107493
Positive,Greece,35.5618774,24.0919486
Negative,,,
Negative,United States,32.7762719,-96.7968559
Negative,China,29.7145521,107.38739945
Positive,India,12.9791198,77.5912997
Positive,Uganda,0.3177137,32.5813539
Positive,,,
Positive,United States,39.9527237,-75.1635262
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Negative,,,
Positive,India,10.9094334,78.3665347
Positive,New Zealand,-36.85608995,174.76246473128305
Positive,United States,32.7762719,-96.7968559
Positive,United Kingdom,54.7023545,-3.2765753
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,,,
Positive,United Kingdom,51.5073219,-0.1276474
Positive,India,28.5707841,77.3271074
Negative,,,
Positive,Brazil,-22.90556,-47.06083
Positive,,,
Positive,,,
Positive,United Kingdom,52.5310214,-1.2649062
Positive,United Kingdom,52.5050033,-1.964396123331272
Positive,,,
Positive,Japan,43.4603175,143.33071579283663
Negative,Spain,40.4167047,-3.7035825
Positive,United States,32.753177,-97.3327459
Positive,,,
Positive,,,
Negative,,,
Positive,,,
Negative,,,
Positive,Japan,35.6828387,139.7594549
Negative,,,
Positive,,,
Positive,,,
Positive,Nigeria,9.6000359,7.9999721
Positive,United States,35.2272086,-80.8430827
Positive,Dominican Republic,19.0974031,-70.3028026
Positive,Haiti,19.37218875,-72.33465445105234
Positive,Uzbekistan,41.0054313,69.4023445
Positive,,,
Positive,Germany,48.7784485,9.1800132
Positive,Germany,48.7784485,9.1800132
Positive,Laos,20.18371,104.25564
Positive,United Kingdom,54.7023545,-3.2765753
Positive,United States,36.1672559,-115.148516
Positive,India,12.3051828,76.6553609
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,Japan,35.6777691,139.7646365
Negative,,,
Positive,,,
Positive,Netherlands,52.5001698,5.7480821
Negative,,,
Positive,United States,36.1672559,-115.148516
Positive,Mexico,20.6720375,-103.338396
Positive,Russia,59.938732,30.316229
Positive,,,
Positive,,,
Positive,United States,47.607296649999995,-122.02735945
Positive,,,
Positive,United States,36.1672559,-115.148516
Positive,United States,34.2331373,-102.4107493
Positive,,,
Positive,United States,33.7736459,-117.48695724999999
Positive,United States,40.2338438,-111.6585337
Positive,Japan,36.5748441,139.2394179
Positive,United States,29.4581339,-98.6997581
Positive,,,
Positive,India,22.3511148,78.6677428
Positive,Iraq,33.302291749999995,44.333980746239305
Positive,Norway,59.9133301,10.7389701
Positive,India,22.3511148,78.6677428
Negative,Spain,39.3260685,-4.8379791
Negative,,,
Positive,,,
Positive,Ireland,53.1439907,-9.469486214585425
Negative,Netherlands,52.3727598,4.8936041
Negative,,,
Positive,Cambodia,11.568271,104.9224426
Positive,France,44.841225,-0.5800364
Positive,,,
Positive,,,
Negative,,,
Negative,United States,34.0536909,-118.242766
Positive,Japan,36.5748441,139.2394179
Positive,Spain,40.5248319,-3.771562775451811
Negative,Portugal,40.0332629,-7.8896263
Negative,,,
Positive,United States,37.6291599,-122.42551778433794
Negative,Spain,39.3260685,-4.8379791
Positive,United States,32.3293809,-83.1137366
Positive,United Kingdom,51.5073219,-0.1276474
Positive,United Kingdom,51.5073219,-0.1276474
Positive,Kenya,-1.3031689499999999,36.826061224105075
Positive,China,36.2890907,114.5808148
Negative,United States,38.9043515,-94.5730388
Positive,Norway,59.9133301,10.7389701
Positive,India,22.3511148,78.6677428
Positive,Kenya,-1.3031689499999999,36.826061224105075
Positive,,,
Positive,Japan,35.38666115,139.5859346260029
Positive,Peru,-6.8699697,-75.0458515
Positive,,,
Positive,United States,39.7837304,-100.4458825
Positive,,,
Negative,,,
Positive,,,
Positive,Japan,34.3916058,132.4518156
Negative,,,
Positive,United Kingdom,52.5310214,-1.2649062
Positive,,,
Positive,India,22.3511148,78.6677428
Positive,,,
Positive,,,
Negative,,,
Positive,,,
Positive,,,
Positive,United States,40.2601096,-74.2737573
Positive,India,22.3511148,78.6677428
Positive,,,
Positive,United States,40.2338438,-111.6585337
Negative,,,
Positive,Norway,59.9133301,10.7389701
Positive,India,22.3511148,78.6677428
